sector,subsector,role_family,company,priority,country_focus,india_presence,career_url_hint,career_url_final,ats_type,city_tags,remote_possible,role_keywords,notes
global_tech_gcc,Big Tech,software_engineering;product_management;design;data_analytics_ai,Google,1,India;global,india_gcc,https://www.google.com/about/careers/applications/jobs/results/?location=India,https://www.google.com/about/careers/applications/jobs/results/?location=India,unknown_or_custom,Bengaluru;Hyderabad;Gurugram;Mumbai,hybrid,SWE;SRE;PM;UX;data scientist,GCC roles and global mobility programs
global_tech_gcc,Big Tech,software_engineering;product_management;design;data_analytics_ai,Microsoft,1,India;global,india_gcc,https://jobs.careers.microsoft.com/global/en/search?q=&lc=India,https://jobs.careers.microsoft.com/global/en/search?q=&lc=India,unknown_or_custom,Bengaluru;Hyderabad;Noida,hybrid,software engineer;program manager;designer;data scientist,Returnship and inclusive hiring programs may surface globally
global_tech_gcc,Marketplace cloud,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Amazon,1,India;global,india_wide,https://www.amazon.jobs/en/search?base_query=&loc_query=India,https://www.amazon.jobs/en/search?base_query=&loc_query=India,unknown_or_custom,Bengaluru;Hyderabad;Chennai;Mumbai;Gurugram,role_dependent,SDE;operations manager;program manager;warehouse,Corporate tech plus warehouse and logistics hiring
global_tech_gcc,Creative software,software_engineering;product_management;design;data_analytics_ai,Adobe,1,India;global,india_gcc,https://careers.adobe.com/us/en/search-results?keywords=&location=India,https://careers.adobe.com/us/en/search-results?keywords=&location=India,unknown_or_custom,Bengaluru;Noida,hybrid,SWE;PM;UX;machine learning,GCC product and design roles
global_tech_gcc,Enterprise SaaS,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Salesforce,1,India;global,india_gcc,https://careers.salesforce.com/en/jobs/?search=&country=India,https://careers.salesforce.com/en/jobs/?search=&country=India,unknown_or_custom,Hyderabad;Bengaluru;Mumbai;Gurugram,hybrid,software engineer;solution engineer;customer success;data,Large Hyderabad and Bengaluru product footprint
global_tech_gcc,Enterprise cloud,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Oracle,1,India;global,india_gcc,https://careers.oracle.com/jobs/#en/sites/jobsearch/requisitions?location=India,https://careers.oracle.com/jobs/#en/sites/jobsearch/requisitions?location=India,unknown_or_custom,Bengaluru;Hyderabad;Noida;Pune,hybrid,developer;cloud engineer;consultant;database,Official search is JS heavy
global_tech_gcc,Enterprise SaaS,software_engineering;product_management;design;data_analytics_ai,SAP,1,India;global,india_gcc,https://jobs.sap.com/search/?locationsearch=India,https://jobs.sap.com/search/?locationsearch=India,unknown_or_custom,Bengaluru;Gurugram;Mumbai;Pune,hybrid,developer;consultant;product owner;data,Enterprise product and consulting roles
global_tech_gcc,Productivity SaaS,software_engineering;product_management;design;data_analytics_ai,Atlassian,1,India;global,india_gcc,https://job-boards.greenhouse.io/atlassian,https://job-boards.greenhouse.io/atlassian,greenhouse,Bengaluru;Remote,yes,backend engineer;frontend engineer;PM;designer,Remote-friendly India roles
global_tech_gcc,Mobility platform,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Uber,1,India;global,india_gcc,https://www.uber.com/global/en/careers/list/?location=IND--India,https://www.uber.com/global/en/careers/list/?location=IND--India,unknown_or_custom,Bengaluru;Hyderabad;Gurugram,hybrid,software engineer;operations;analytics;product,Tech plus marketplace operations
global_tech_gcc,Travel marketplace,software_engineering;product_management;design;data_analytics_ai,Airbnb,2,India;global,india_gcc,https://careers.airbnb.com/positions/?location=India,https://careers.airbnb.com/positions/?location=India,unknown_or_custom,Bengaluru;Gurugram;Remote,yes,software engineer;data scientist;PM;design,Remote-friendly global marketplace roles
global_tech_gcc,Payments platform,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,Stripe,1,India;global,india_gcc,https://stripe.com/jobs/search?l=India,https://stripe.com/jobs/search?l=India,unknown_or_custom,Bengaluru;Remote,yes,software engineer;payments;risk;support,Remote-friendly fintech platform roles
global_tech_gcc,Data cloud,software_engineering;product_management;data_analytics_ai,Databricks,1,India;global,india_gcc,https://www.databricks.com/company/careers/open-positions?location=India,https://www.databricks.com/company/careers/open-positions?location=India,unknown_or_custom,Bengaluru;Remote,hybrid,data engineer;ML engineer;platform engineer;PM,AI and lakehouse product roles
global_tech_gcc,Data cloud,software_engineering;product_management;data_analytics_ai,Snowflake,1,India;global,india_gcc,https://careers.snowflake.com/us/en/search-results?keywords=&location=India,https://careers.snowflake.com/us/en/search-results?keywords=&location=India,unknown_or_custom,Pune;Bengaluru;Mumbai,hybrid,software engineer;database;support engineer;data,Cloud data product roles
global_tech_gcc,Semiconductor AI,software_engineering;product_management;data_analytics_ai,NVIDIA,1,India;global,india_gcc,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite,workday,Bengaluru;Pune;Hyderabad,hybrid,GPU engineer;systems software;AI;hardware,Workday hosted official careers
global_tech_gcc,Consumer devices,software_engineering;product_management;design;operations_sales_hr_finance,Apple,1,India;global,india_gcc,https://jobs.apple.com/en-in/search?location=india-INDC,https://jobs.apple.com/en-in/search?location=india-INDC,unknown_or_custom,Bengaluru;Hyderabad;Mumbai;Gurugram,hybrid,software engineer;retail;operations;hardware,Corporate plus retail hiring
global_tech_gcc,Social platforms,software_engineering;product_management;design;data_analytics_ai,Meta,1,India;global,india_gcc,https://www.metacareers.com/jobs?offices[0]=India,https://www.metacareers.com/jobs?offices[0]=India,unknown_or_custom,Bengaluru;Hyderabad;Gurugram;Mumbai,hybrid,software engineer;data scientist;PM;UX,Global roles with office filters
global_tech_gcc,Semiconductor,software_engineering;data_analytics_ai;manufacturing_energy,Intel,1,India;global,india_gcc,https://jobs.intel.com/en/search-jobs/India/41147/2/1269750/20x000000/77x000000/50/2,https://jobs.intel.com/en/search-jobs/India/41147/2/1269750/20x000000/77x000000/50/2,unknown_or_custom,Bengaluru;Hyderabad,hybrid,firmware;validation;silicon;software,Semiconductor and platform engineering
global_tech_gcc,Semiconductor,software_engineering;data_analytics_ai;manufacturing_energy,Qualcomm India,1,India;global,india_gcc,https://careers.qualcomm.com/careers?location=India,https://careers.qualcomm.com/careers?location=India,unknown_or_custom,Bengaluru;Hyderabad;Chennai;Noida,hybrid,embedded;modem;AI;verification,Chipset and wireless engineering
global_tech_gcc,Networking cloud,software_engineering;product_management;operations_sales_hr_finance,Cisco,1,India;global,india_gcc,https://jobs.cisco.com/jobs/SearchJobs/India,https://jobs.cisco.com/jobs/SearchJobs/India,unknown_or_custom,Bengaluru;Chennai;Pune;Gurugram,hybrid,network engineer;SRE;sales engineer;security,Enterprise tech and sales engineering
global_tech_gcc,Enterprise SaaS,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,ServiceNow,1,India;global,india_gcc,https://careers.servicenow.com/jobs/?location=India,https://careers.servicenow.com/jobs/?location=India,unknown_or_custom,Hyderabad;Bengaluru,hybrid,software engineer;platform;support;PM,SaaS platform engineering
global_tech_gcc,Enterprise hardware,software_engineering;operations_sales_hr_finance;data_analytics_ai,Dell Technologies,2,India;global,india_gcc,https://jobs.dell.com/en/search-jobs/India/375/2/1269750/20/77/50/2,https://jobs.dell.com/en/search-jobs/India/375/2/1269750/20/77/50/2,unknown_or_custom,Bengaluru;Hyderabad;Pune,hybrid,software engineer;support;sales;analytics,GCC plus support and sales roles
global_tech_gcc,Payments platform,software_engineering;product_management;operations_sales_hr_finance;data_analytics_ai,PayPal,1,India;global,india_gcc,https://paypal.eightfold.ai/careers?location=India,https://paypal.eightfold.ai/careers?location=India,unknown_or_custom,Bengaluru;Chennai;Hyderabad,hybrid,software engineer;risk;payments;data,Official Eightfold-hosted search
global_tech_gcc,Fintech software,software_engineering;product_management;design;data_analytics_ai,Intuit,1,India;global,india_gcc,https://www.intuit.com/careers/search-jobs/?country=India,https://www.intuit.com/careers/search-jobs/?country=India,unknown_or_custom,Bengaluru;Remote,hybrid,software engineer;tax;fintech;PM,Product engineering and AI roles
global_tech_gcc,Design software,software_engineering;product_management;design;data_analytics_ai,Autodesk,2,India;global,india_gcc,https://www.autodesk.com/careers/job-results?location=India,https://www.autodesk.com/careers/job-results?location=India,unknown_or_custom,Bengaluru;Pune,hybrid,software engineer;design tools;PM;data,Engineering roles for design and construction software
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,TCS,1,India;global,delivery_centers,https://www.tcs.com/careers/india,https://www.tcs.com/careers/india,unknown_or_custom,India,role_dependent,developer;analyst;consultant;BPS,TCS Rebegin returnship and large fresher hiring
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Infosys,1,India;global,delivery_centers,https://www.infosys.com/careers/apply.html,https://www.infosys.com/careers/apply.html,unknown_or_custom,Bengaluru;Pune;Hyderabad;Chennai,role_dependent,systems engineer;consultant;data;cloud,Large campus and lateral hiring
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Wipro,1,India;global,delivery_centers,https://careers.wipro.com/careers-home/,https://careers.wipro.com/careers-home/,unknown_or_custom,Bengaluru;Hyderabad;Pune;Chennai,role_dependent,developer;consultant;support;cloud,India-wide delivery roles
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,HCLTech,1,India;global,delivery_centers,https://www.hcltech.com/careers/careers-in-india,https://www.hcltech.com/careers/careers-in-india,unknown_or_custom,Noida;Chennai;Bengaluru;Pune,role_dependent,developer;infra;support;consultant,India hiring page
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Tech Mahindra,1,India;global,delivery_centers,https://www.techmahindra.com/en-in/careers/,https://www.techmahindra.com/en-in/careers/,unknown_or_custom,Pune;Hyderabad;Noida;Bengaluru,role_dependent,developer;telecom;BPS;cloud,Large services and telecom hiring
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai,LTIMindtree,1,India;global,delivery_centers,https://www.ltimindtree.com/careers/,https://www.ltimindtree.com/careers/,unknown_or_custom,Mumbai;Bengaluru;Pune;Chennai,role_dependent,developer;consultant;data;cloud,India-wide technology hiring
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai,Mphasis,2,India;global,delivery_centers,https://www.mphasis.com/home/careers.html,https://www.mphasis.com/home/careers.html,unknown_or_custom,Bengaluru;Pune;Chennai,role_dependent,developer;cloud;banking tech;support,Services and BFSI tech roles
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai,Coforge,2,India;global,delivery_centers,https://www.coforge.com/careers,https://www.coforge.com/careers,unknown_or_custom,Noida;Bengaluru;Hyderabad;Pune,role_dependent,developer;travel tech;banking tech;consultant,Services roles with travel and BFSI focus
india_it_services,Product engineering,software_engineering;product_management;design;data_analytics_ai,Persistent,2,India;global,delivery_centers,https://www.persistent.com/careers/,https://www.persistent.com/careers/,unknown_or_custom,Pune;Bengaluru;Hyderabad,role_dependent,developer;product engineering;cloud;data,Product engineering services
india_it_services,Automotive tech,software_engineering;product_management;data_analytics_ai,KPIT,2,India;global,delivery_centers,https://www.kpit.com/careers/,https://www.kpit.com/careers/,unknown_or_custom,Pune;Bengaluru,hybrid,embedded;autosar;EV software;validation,Automotive and mobility engineering
india_it_services,IT services,software_engineering;product_management;design;data_analytics_ai,Hexaware,2,India;global,delivery_centers,https://hexaware.com/careers/,https://hexaware.com/careers/,unknown_or_custom,Chennai;Mumbai;Pune;Bengaluru,role_dependent,developer;automation;cloud;support,India delivery roles
india_it_services,Consulting IT services,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Accenture India,1,India;global,delivery_centers,https://www.accenture.com/in-en/careers/jobsearch,https://www.accenture.com/in-en/careers/jobsearch,unknown_or_custom,Bengaluru;Hyderabad;Mumbai;Gurugram,role_dependent,consultant;developer;cloud;operations,Returnship and disability-inclusive hiring signals
india_it_services,Consulting IT services,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,Capgemini India,1,India;global,delivery_centers,https://www.capgemini.com/in-en/careers/job-search/,https://www.capgemini.com/in-en/careers/job-search/,unknown_or_custom,Bengaluru;Mumbai;Pune;Hyderabad,role_dependent,developer;consultant;cloud;data,India-wide services hiring
india_it_services,Consulting cloud AI,software_engineering;product_management;design;data_analytics_ai;operations_sales_hr_finance,IBM India,1,India;global,india_gcc,https://www.ibm.com/careers/search?field_keyword_18[0]=India,https://www.ibm.com/careers/search?field_keyword_18[0]=India,unknown_or_custom,Bengaluru;Hyderabad;Pune;Gurugram,hybrid,developer;consultant;AI;cloud,Consulting plus product engineering roles
india_it_services,IT services,software_engineering;data_analytics_ai;operations_sales_hr_finance,Cognizant India,1,India;global,delivery_centers,https://careers.cognizant.com/in/en,https://careers.cognizant.com/in/en,unknown_or_custom,Chennai;Bengaluru;Hyderabad;Pune,role_dependent,developer;analyst;consultant;healthcare tech,Large lateral and campus hiring
india_it_services,Engineering services,software_engineering;manufacturing_energy;data_analytics_ai,L&T Technology Services,2,India;global,delivery_centers,https://www.ltts.com/careers,https://www.ltts.com/careers,unknown_or_custom,Bengaluru;Mysuru;Vadodara;Pune,role_dependent,embedded;mechanical;validation;IoT,Engineering services and plant-adjacent roles
